Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,FamilySize,IsAlone,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
0,1,0,1.176607686471925,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-1.8641883469072666,3,2,0.1589851511011623,0,2.5396987052416584,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,0.15030289507987235,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-1.8641883469072666,1,1,-0.4541119702415197,0,0.6792945838081278,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.010044424115076634,0,0,-0.6840464045374927,1,-0.5609748304808925,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,3,0,-0.7517019932319526,0,0,-0.797501978896058,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.9000335070553279,4,2,-0.8088053847541327,0,3.1598334123861687,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,2,0,-0.7730734438182989,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,0.21245284661998617,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.9741992639670155,5,2,1.07953684978705,0,3.779968119530679,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.6033704794085775,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,1,0,-0.49246506101413806,0,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,0.21245284661998617,0,0,1.544454217694947,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.30670745176182707,0,0,-0.8221291593403759,1,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,3,0,-0.23254169485013945,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,0,-2.0992937963173164,0,2,0.21228024944613483,0,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,3,1,0.06412133279661097,0,0,-0.5883574779635649,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.5292047224968899,0,0,-0.7567215386442733,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.010044424115076634,0,0,-0.732496493942013,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,0,0,-0.8154672720472541,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.08421018102676424,0,0,1.0892268676679542,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.9000335070553279,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,0.2866186035316738,3,0,-0.4248384262233085,0,1.299429290952638,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.9741992639670155,1,3,0.472699479995432,0,1.9195639980971482,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.45503896558520224,3,2,2.0194685842347457,1,2.5396987052416584,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,0,-0.38087320867351465,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.010044424115076634,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.677536236320265,0,0,-0.8122356510839728,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,1.2507734433836126,1,0,1.7711618760365786,1,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,3,0,-0.23254169485013945,1,2,-0.1959117537869496,0,1.299429290952638,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,2.2149282832355515,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,3.1049173661758025,0,0,0.4862267449571742,1,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0,-0.45503896558520224,0,1,1.876942956233468,1,0.059159876663617626,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,2,1,0.3607843604433614,0,1,-0.0784202869809876,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,2,0,0.3607843604433614,1,0,0.06692998123257361,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.08421018102676424,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.6033704794085775,0,1,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3,0,0.2866186035316738,0,0,-0.7734755795603564,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.5832816311784242,2,0,-0.8088053847541327,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.6033704794085775,0,0,-0.8221291593403759,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.23254169485013945,0,0,-0.8160728981648108,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.6574473880901118,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,1,0,-0.022702684165789206,0,0.059159876663617626,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,0,1.3249392002953002,0,0,1.3266323057501042,1,-0.5609748304808925,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,1,-1.0854478993345469,1,0,-0.49246506101413806,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.5292047224968899,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.677536236320265,1,0,-0.7167502148855439,0,0.059159876663617626,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.9000335070553279,0,0,-0.49226641564757956,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.6033704794085775,0,0,-0.8088053847541327,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,3.0678344877199586,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.010044424115076634,1,0,-0.1753204657900284,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.38087320867351465,0,1,2.0194685842347457,1,0.059159876663617626,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,1,-2.012519860730642,4,2,0.3225042028414187,0,3.1598334123861687,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.6033704794085775,2,0,2.0194685842347457,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,0.24953572507582997,1,0,0.26416060518049517,0,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.24953572507582997,0,0,-0.5629211810261916,1,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,1,0,1.8440994986771135,0,1,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,3,0,-1.270862291613766,1,0,-0.6481109732261598,0,0.059159876663617626,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.38087320867351465,0,0,-0.8467563397846934,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,1,1,-0.10951070935186835,1,0.6792945838081278,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,3,0,1.176607686471925,0,0,-0.8548329696884269,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.2866186035316738,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.677536236320265,0,0,-0.851199212983088,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,1.3249392002953002,1,0,-0.49024604691941104,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,2,1,-0.010044424115076634,1,0,0.06692998123257361,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,2,0,-0.30670745176182707,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.45503896558520224,0,0,-0.4638019881224238,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.7517019932319526,0,2,0.08065589156087427,1,0.6792945838081278,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0.5832816311784242,1,0,1.3799274040950766,1,0.059159876663617626,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-0.9741992639670155,0,0,-0.7462224042703137,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.38087320867351465,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,1,0.13828708970829856,0,2,-0.4541119702415197,0,0.6792945838081278,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,3,1,-0.5292047224968899,0,0,-0.8172841503999237,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.38087320867351465,1,0,-0.4248384262233085,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.7517019932319526,0,0,-0.8657342398044441,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.8258677501436402,0,0,-0.6355963151329722,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.7517019932319526,1,1,0.587768442331168,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.15837593793845184,0,0,-0.8150651363051967,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-1.4933595623488287,2,2,0.472699479995432,0,1.9195639980971482,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,0.5461987527225803,0,2,0.06692998123257361,1,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,2,0,0.9541104157368622,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,2,0,1.6216022279420506,0,0,-0.5859349734933388,0,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,-0.5292047224968899,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,0,1.9553481340446448,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.8428617803693308,0,2,-0.49024604691941104,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8384810645144014,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,1.6216022279420506,0,1,1.7810553842929817,0,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.9741992639670155,0,0,-0.8180932668929792,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,0.06412133279661097,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.7730734438182989,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-1.8641883469072666,8,2,2.0194685842347457,0,5.64037224096421,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,3,0,1.1024419295602375,0,1,-0.4127259038721783,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.805778901913487,0,0,-0.4296834351637605,0,-0.5609748304808925,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8160728981648108,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.9000335070553279,0,0,-0.7730734438182989,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-2.0866856176423294,4,1,0.7300905799569466,0,2.5396987052416584,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,3,0,-1.4933595623488287,0,2,-0.19833425825717566,0,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0.805778901913487,0,1,1.4719825739636652,1,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,3,1,1.176607686471925,1,4,0.1589851511011623,0,2.5396987052416584,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,0.06329622452723462,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,1.544454217694947,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,2.3632597970589266,0,0,0.4303056517664766,1,-0.5609748304808925,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,3,0,-1.8641883469072666,4,1,0.21833651062169987,0,2.5396987052416584,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-2.0866856176423294,1,1,-0.6533629629176099,0,0.6792945838081278,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.6033704794085775,0,0,-0.8088053847541327,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,1.9924310125004887,0,0,0.29444191105832046,1,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0,-0.8258677501436402,1,1,-0.8122356510839728,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-1.8641883469072666,3,1,0.04109154855314285,0,1.9195639980971482,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1.547436471030363,0,0,0.19835084874233513,1,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,2,0,0.06412133279661097,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.5091158742667365,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.8258677501436402,8,2,2.0194685842347457,0,5.64037224096421,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,0.13828708970829856,0,0,-0.46359849774692474,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-1.4933595623488287,4,2,0.32795483789942725,0,3.1598334123861687,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,2,0,-2.0866856176423294,2,1,0.6967811434913388,1,1.299429290952638,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,3,1,-1.8641883469072666,0,2,-0.12565912415039507,0,0.6792945838081278,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,1.2297321269410633,1,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,1,0.13828708970829856,1,0,-0.4417959575148906,0,0.059159876663617626,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,1.176607686471925,0,0,0.09357753040505987,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.805778901913487,1,1,-0.4417959575148906,0,0.6792945838081278,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.5091158742667365,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.21245284661998617,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,2,0,-0.7517019932319526,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.7517019932319526,1,0,-0.8122356510839728,0,0.059159876663617626,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,2,0,-1.9383541038189542,1,1,0.06692998123257361,1,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False
